loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,inq_last_6mths,pub_rec,total_acc,pub_rec_bankruptcies,issue_year,issue_month
20000,20000,19950,36,13.92,C,10+,RENT,84996,Verified,0,debt_consolidation,CA,0,0,37,0,9,Oct
4200,4200,4200,36,14.61,D,1,RENT,76000,Not Verified,0,educational,CA,0,0,19,0,9,Oct
18000,18000,18000,36,13.57,C,2,RENT,63000,Not Verified,0,debt_consolidation,MA,1,0,37,0,9,Oct
7000,7000,6995.058237,36,19.13,F,7,MORTGAGE,62400,Not Verified,0,debt_consolidation,FL,0,0,23,0,9,Oct
16000,16000,15900,36,12.87,C,4,RENT,60000,Not Verified,1,debt_consolidation,MO,1,0,22,0,9,Oct
3000,3000,3000,36,15.65,D,10+,MORTGAGE,40000,Not Verified,0,small_business,AL,2,1,19,0,9,Oct
24250,24250,24140.71097,36,14.61,D,10+,RENT,111996,Verified,0,debt_consolidation,CA,2,0,26,0,9,Oct
5000,5000,4975,36,8.59,A,< 1,RENT,18000,Not Verified,0,house,FL,1,0,7,0,9,Oct
4000,4000,4000,36,12.18,B,2,RENT,20004,Not Verified,0,debt_consolidation,FL,0,0,26,0,9,Oct
7000,7000,6945.509673,36,17.04,E,< 1,RENT,72348,Not Verified,0,debt_consolidation,TX,0,0,34,0,9,Oct
1325,1325,1300,36,12.87,C,2,RENT,26000,Not Verified,1,educational,VA,0,0,12,0,9,Oct
10000,10000,9700,36,11.83,B,1,RENT,33276,Not Verified,0,debt_consolidation,CO,0,0,4,0,9,Oct
19000,19000,18750,36,16.7,E,10+,RENT,53500,Not Verified,1,debt_consolidation,NJ,1,0,21,0,9,Oct
24000,24000,23925,36,12.53,B,10+,RENT,55059.49,Verified,0,debt_consolidation,PA,0,0,32,0,9,Oct
5000,5000,4961.810237,36,14.96,D,10+,MORTGAGE,77004,Not Verified,0,home_improvement,IL,2,0,32,0,9,Oct
20000,20000,19825,36,12.18,B,3,MORTGAGE,78000,Not Verified,0,other,CA,3,0,14,0,9,Oct
12000,12000,11944.87215,36,16,D,2,MORTGAGE,72000,Not Verified,1,small_business,OK,6,0,23,0,9,Oct
10000,10000,9975,36,11.14,B,3,MORTGAGE,37440,Not Verified,0,other,OH,0,0,18,0,9,Oct
4500,4500,4500,36,13.22,C,4,RENT,30555,Not Verified,0,debt_consolidation,WA,1,1,14,1,9,Oct
8000,8000,7900,36,13.22,C,2,RENT,30000,Not Verified,0,debt_consolidation,NY,0,0,8,0,9,Oct
3000,3000,3000,36,12.18,B,2,MORTGAGE,41000,Not Verified,0,other,CA,3,0,13,0,9,Oct
15000,15000,14850,36,8.94,A,10+,MORTGAGE,60000,Not Verified,0,credit_card,IL,2,0,47,0,9,Oct
6000,6000,5975,36,12.18,B,10+,RENT,32000,Not Verified,0,debt_consolidation,NY,0,0,17,0,9,Oct
10000,10000,10000,36,13.22,C,3,RENT,35000,Not Verified,0,debt_consolidation,CA,0,0,7,0,9,Oct
19000,19000,18945.4498,36,16.35,E,10+,MORTGAGE,112921,Verified,0,debt_consolidation,WA,0,0,49,0,9,Oct
12000,12000,11875,36,8.94,A,1,MORTGAGE,110000,Not Verified,0,debt_consolidation,MA,2,0,35,0,9,Oct
4000,4000,3975,36,11.48,B,1,MORTGAGE,40000,Not Verified,0,other,PA,1,0,4,0,9,Oct
25000,25000,24688.26451,36,15.31,D,10+,MORTGAGE,70000,Verified,0,debt_consolidation,AR,0,0,33,0,9,Oct
20000,20000,19650,36,11.48,B,10+,MORTGAGE,180000,Verified,0,other,NJ,0,0,9,0,9,Oct
8000,8000,7989.415991,36,13.92,C,2,RENT,84996,Not Verified,0,major_purchase,VA,0,0,6,0,9,Oct
15000,15000,14850,36,12.53,B,6,MORTGAGE,80000,Not Verified,0,home_improvement,RI,0,0,8,0,9,Oct
23975,23975,23221.93,36,12.53,B,10+,RENT,49896,Verified,1,major_purchase,PA,2,0,14,0,9,Oct
8500,8500,8475,36,7.74,A,10+,MORTGAGE,42048,Not Verified,0,home_improvement,CT,0,0,17,0,9,Oct
12000,12000,12000,36,12.53,B,10+,RENT,75000,Not Verified,0,debt_consolidation,FL,2,0,20,0,9,Oct
8000,8000,8000,36,12.53,B,9,RENT,70000,Not Verified,0,debt_consolidation,NY,3,1,25,1,9,Oct
1750,1750,1750,36,8.94,A,< 1,RENT,9600,Not Verified,1,debt_consolidation,IL,1,0,7,0,9,Oct
18000,18000,18000,36,14.26,C,8,RENT,65000,Not Verified,0,debt_consolidation,HI,0,0,23,0,9,Oct
6000,6000,5950,36,7.4,A,10+,MORTGAGE,104525,Not Verified,0,other,GA,0,0,27,0,9,Oct
10000,10000,9975,36,11.83,B,10+,RENT,56004,Not Verified,0,other,NM,0,0,8,0,9,Oct
24000,24000,23964.41606,36,13.92,C,1,RENT,80000,Not Verified,0,other,TX,6,0,35,0,9,Oct
8500,8500,8500,36,11.14,B,7,MORTGAGE,80000,Not Verified,0,credit_card,CA,3,0,24,0,9,Oct
20000,20000,19989.41607,36,13.92,C,4,MORTGAGE,700000,Not Verified,1,home_improvement,FL,0,0,14,0,9,Oct
9000,9000,9000,36,8.94,A,6,RENT,37000,Not Verified,0,debt_consolidation,FL,0,0,19,0,9,Oct
9000,9000,8950,36,7.74,A,3,MORTGAGE,119000,Not Verified,0,other,GA,0,0,38,0,9,Oct
20000,20000,19602.95,36,11.14,B,4,RENT,78000,Verified,1,house,CA,1,0,24,0,9,Oct
12000,12000,12000,36,13.92,C,10+,MORTGAGE,90000,Not Verified,0,home_improvement,MI,0,0,22,0,9,Oct
9500,9500,9500,36,8.94,A,2,MORTGAGE,119700,Not Verified,0,home_improvement,VA,1,0,18,0,9,Oct
10000,10000,10000,36,12.18,B,10+,OWN,31200,Not Verified,0,debt_consolidation,IL,2,0,22,0,9,Oct
25000,25000,24864.58091,36,14.96,D,10+,MORTGAGE,153000,Verified,1,debt_consolidation,TX,3,0,33,0,9,Oct
4000,4000,4000,36,8.59,A,< 1,RENT,8000,Not Verified,0,educational,OK,2,0,22,0,9,Oct
12000,12000,12000,36,12.87,C,7,RENT,70000,Not Verified,1,debt_consolidation,AR,2,0,28,0,9,Oct
15000,15000,14925,36,8.94,A,2,OWN,78000,Not Verified,0,home_improvement,CA,3,0,23,0,9,Oct
25000,25000,24197.20362,36,16.35,E,10+,RENT,80004,Verified,0,small_business,GA,0,0,16,0,9,Oct
15000,15000,15000,36,14.61,D,3,RENT,55000,Not Verified,0,debt_consolidation,CA,1,0,13,0,9,Oct
13500,13500,13500,36,12.87,C,10+,RENT,77508,Verified,0,credit_card,CA,0,0,21,0,9,Oct
10000,10000,9825,36,12.18,B,5,RENT,60000,Not Verified,0,car,WA,1,0,12,0,9,Oct
10000,10000,9998.02,36,12.53,B,9,MORTGAGE,64000,Verified,0,debt_consolidation,CA,1,0,33,0,9,Oct
15000,15000,15000,36,13.92,C,< 1,MORTGAGE,35000,Source Verified,0,debt_consolidation,WI,3,0,26,0,9,Oct
10000,10000,9625,36,18.09,F,1,MORTGAGE,78300,Verified,0,home_improvement,VA,2,0,16,0,9,Oct
6000,6000,5952.638213,36,12.87,C,8,OWN,48000,Not Verified,0,home_improvement,GA,2,0,4,0,9,Oct
16000,16000,15975,36,13.22,C,< 1,RENT,60000,Verified,0,debt_consolidation,CA,0,0,13,0,9,Oct
4800,4800,4800,36,13.57,C,5,RENT,66000,Not Verified,0,other,CA,0,0,7,0,9,Oct
10000,10000,9800,36,12.18,B,4,RENT,69204,Not Verified,0,other,MA,0,0,35,0,9,Oct
25000,25000,24098.62,36,12.18,B,4,MORTGAGE,80000,Verified,1,educational,FL,1,0,29,0,9,Oct
10000,10000,9825,36,8.94,A,10+,MORTGAGE,90000,Not Verified,0,debt_consolidation,RI,0,0,54,0,9,Oct
22750,22750,22606.32882,36,14.96,D,3,MORTGAGE,60000,Verified,1,small_business,OR,0,0,20,0,9,Oct
1200,1200,1200,36,8.94,A,1,OWN,24000,Not Verified,0,major_purchase,CA,1,0,9,0,9,Oct
16000,16000,15975,36,12.53,B,10+,MORTGAGE,53000,Verified,0,credit_card,MN,0,0,20,0,9,Oct
15000,15000,14825,36,8.94,A,4,MORTGAGE,90000,Not Verified,0,debt_consolidation,NJ,1,0,46,0,9,Oct
15000,15000,14825,36,12.18,B,10+,RENT,110000,Verified,0,debt_consolidation,NY,0,0,31,0,9,Oct
5000,5000,5000,36,13.57,C,8,MORTGAGE,29664,Not Verified,1,debt_consolidation,GA,2,0,23,0,9,Oct
8000,8000,7831.522424,36,14.61,D,4,RENT,120000,Not Verified,0,other,CA,0,0,7,0,9,Oct
12000,12000,11825,36,11.48,B,< 1,RENT,30000,Not Verified,0,wedding,NJ,1,0,12,0,9,Oct
12000,12000,12000,36,15.31,D,4,RENT,68496,Source Verified,0,debt_consolidation,IL,1,0,21,0,9,Oct
16750,16750,16650,36,8.94,A,8,MORTGAGE,45000,Not Verified,0,debt_consolidation,CA,0,0,16,0,9,Oct
7000,7000,6962.563247,36,13.57,C,10+,OWN,39996,Not Verified,0,other,TX,0,0,8,0,9,Oct
6250,6250,6250,36,12.87,C,2,MORTGAGE,50004,Not Verified,0,debt_consolidation,FL,1,0,29,0,9,Oct
2400,2400,2400,36,11.83,B,2,RENT,49800,Not Verified,0,other,PA,1,0,16,0,9,Oct
15000,15000,14869.93223,36,16.35,E,5,MORTGAGE,210000,Verified,1,other,IL,1,1,26,0,9,Oct
14400,14400,14325,36,11.83,B,9,MORTGAGE,95000,Not Verified,0,debt_consolidation,TX,3,0,53,0,9,Oct
6000,6000,5975,36,8.94,A,7,MORTGAGE,24000,Not Verified,0,other,FL,0,0,11,0,9,Oct
20000,20000,19750,36,11.48,B,4,MORTGAGE,74000,Verified,0,wedding,CA,0,0,10,0,9,Oct
8000,8000,7825,36,11.14,B,2,MORTGAGE,85000,Not Verified,0,house,MD,0,0,25,0,9,Oct
2700,2700,2700,36,7.4,A,10+,MORTGAGE,99900,Verified,0,major_purchase,CA,2,0,28,0,9,Oct
5000,5000,4975,36,14.61,D,10+,MORTGAGE,60000,Not Verified,0,debt_consolidation,NY,1,0,18,0,9,Oct
19200,19200,19150,36,12.87,C,9,RENT,80000,Not Verified,1,credit_card,NY,0,0,15,0,9,Oct
3000,3000,3000,36,7.4,A,10+,RENT,88000,Not Verified,0,educational,CA,0,0,13,0,9,Oct
10000,10000,9825,36,15.31,D,2,RENT,36000,Not Verified,0,debt_consolidation,MN,2,0,9,0,9,Oct
5000,5000,4954.746567,36,15.65,D,3,RENT,24996,Not Verified,1,debt_consolidation,CA,1,0,7,0,9,Oct
7000,7000,7000,36,13.22,C,1,RENT,28000,Not Verified,0,wedding,TX,0,0,12,0,9,Oct
20000,20000,19975,36,14.26,C,2,RENT,75000,Verified,0,debt_consolidation,NJ,3,0,20,0,9,Oct
3000,3000,3000,36,7.74,A,4,RENT,14000,Not Verified,0,educational,OH,0,0,7,0,9,Oct
11000,11000,10925,36,11.83,B,10+,MORTGAGE,135000,Verified,0,other,OR,0,1,37,1,9,Oct
2000,2000,2000,36,8.94,A,1,MORTGAGE,75000,Not Verified,0,other,GA,4,0,13,0,9,Oct
9000,9000,9000,36,13.92,C,< 1,RENT,30000,Source Verified,0,debt_consolidation,TX,0,0,7,0,9,Oct
2500,2500,2450,36,17.04,E,5,RENT,50000,Source Verified,0,small_business,CA,1,0,13,0,9,Oct
2500,2500,2500,36,11.14,B,4,RENT,70000,Not Verified,1,debt_consolidation,NV,0,0,29,0,9,Oct
12000,12000,11825,36,12.18,B,8,MORTGAGE,62851,Not Verified,0,car,MA,0,0,22,0,9,Oct
2000,2000,2000,36,8.59,A,4,MORTGAGE,28880,Not Verified,0,car,CA,0,0,12,0,9,Oct
12500,12500,12350,36,12.87,C,< 1,RENT,38000,Source Verified,1,debt_consolidation,PA,0,0,36,0,9,Oct
5000,5000,4775,36,12.18,B,< 1,MORTGAGE,55000,Not Verified,1,other,KS,3,0,10,0,9,Oct
1200,1200,1200,36,13.22,C,2,RENT,22884,Not Verified,0,debt_consolidation,CA,2,0,7,0,9,Oct
3000,3000,3000,36,7.4,A,2,RENT,40000,Not Verified,0,other,CT,0,0,15,0,9,Oct
8000,8000,8000,36,13.92,C,10+,RENT,41579,Not Verified,0,debt_consolidation,TX,0,0,20,0,9,Oct
3000,3000,3000,36,7.05,A,< 1,RENT,25000,Not Verified,0,major_purchase,CA,1,0,11,0,9,Oct
4000,4000,4000,36,11.83,B,3,MORTGAGE,45000,Not Verified,0,home_improvement,NH,2,0,9,0,9,Oct
2650,2650,2650,36,7.4,A,10+,RENT,10000,Not Verified,1,other,NY,0,0,6,0,9,Oct
16000,16000,15875,36,8.94,A,10+,RENT,55000,Not Verified,0,debt_consolidation,NY,0,0,28,0,9,Oct
8000,8000,7729.124735,36,16,D,7,MORTGAGE,70000,Not Verified,0,small_business,TX,7,0,52,0,9,Oct
15000,15000,14975,36,8.94,A,10+,MORTGAGE,72000,Not Verified,0,educational,NJ,0,0,18,0,9,Oct
10200,10200,10200,36,13.92,C,9,RENT,55000,Not Verified,0,debt_consolidation,NY,0,0,20,0,9,Oct
5000,5000,5000,36,14.96,D,5,MORTGAGE,110000,Verified,0,debt_consolidation,NY,2,0,17,0,9,Oct
24000,24000,23602.94,36,11.83,B,10+,MORTGAGE,90000,Not Verified,1,debt_consolidation,NV,0,0,24,0,9,Oct
4000,4000,4000,36,8.59,A,3,MORTGAGE,45000,Not Verified,0,credit_card,AZ,1,0,17,0,9,Oct
5500,5500,5500,36,15.31,D,5,RENT,43000,Verified,0,wedding,MA,0,0,5,0,9,Oct
7000,7000,7000,36,8.94,A,2,RENT,35000,Not Verified,0,vacation,CA,0,0,9,0,9,Oct
4900,4900,4775,36,8.94,A,5,RENT,50000,Not Verified,0,credit_card,MI,0,0,7,0,9,Oct
20000,20000,19899.31987,36,17.74,E,10+,MORTGAGE,200000,Verified,1,debt_consolidation,RI,3,0,35,0,9,Oct
5600,5600,5558.003863,36,15.65,D,1,MORTGAGE,130000,Not Verified,0,debt_consolidation,TX,0,0,12,0,9,Oct
7000,7000,6825,36,12.87,C,2,RENT,22880,Not Verified,0,credit_card,MI,1,0,7,0,9,Oct
5300,5300,5200,36,11.14,B,3,MORTGAGE,100000,Not Verified,0,debt_consolidation,UT,1,0,32,0,9,Oct
4900,4900,4900,36,14.26,C,10+,RENT,64000,Verified,0,debt_consolidation,TX,1,0,13,0,9,Oct
15200,15200,14900,36,16.35,E,9,MORTGAGE,42000,Not Verified,0,small_business,GA,1,0,32,0,9,Oct
18000,18000,17342.94773,36,14.96,D,< 1,MORTGAGE,102000,Verified,0,debt_consolidation,TX,0,0,59,0,9,Oct
11000,11000,11000,36,14.26,C,9,MORTGAGE,124000,Verified,0,educational,MI,3,0,49,0,9,Oct
10000,10000,10000,36,7.74,A,10+,MORTGAGE,81400,Not Verified,0,home_improvement,FL,2,0,22,0,9,Oct
20500,20500,19670.74016,36,14.61,D,< 1,RENT,60000,Verified,0,debt_consolidation,NY,1,0,14,0,9,Oct
13750,13750,13336.76919,36,15.31,D,1,RENT,27036,Not Verified,0,small_business,NY,0,0,14,0,9,Oct
15000,15000,15000,36,8.94,A,10+,OWN,102000,Verified,0,car,NY,2,0,19,0,9,Oct
12500,12500,12316.0893,36,14.26,C,4,MORTGAGE,33000,Verified,0,debt_consolidation,MN,2,0,33,0,9,Oct
9250,9250,9250,36,8.59,A,2,RENT,24996,Not Verified,0,major_purchase,PA,1,0,31,0,9,Oct
4000,4000,4000,36,7.4,A,7,MORTGAGE,52700,Not Verified,0,car,PA,1,0,18,0,9,Oct
3600,3600,3600,36,12.53,B,6,RENT,48492,Not Verified,1,debt_consolidation,CA,0,0,25,0,9,Oct
7000,7000,6900,36,8.94,A,10+,MORTGAGE,45000,Not Verified,1,car,MI,1,0,24,0,9,Oct
25000,25000,24704.49338,36,18.09,F,10+,MORTGAGE,70000,Verified,1,other,PA,3,0,25,0,9,Oct
6000,6000,6000,36,12.53,B,10+,OTHER,69996,Not Verified,0,debt_consolidation,FL,2,0,25,0,9,Oct
7000,7000,7000,36,13.22,C,5,OWN,80000,Not Verified,0,debt_consolidation,PA,2,0,8,0,9,Oct
2800,2800,2800,36,7.4,A,8,MORTGAGE,49896,Not Verified,0,educational,MD,0,0,19,0,9,Oct
4000,4000,4000,36,14.61,D,3,RENT,50000,Not Verified,0,debt_consolidation,VA,0,0,5,0,9,Oct
10000,10000,9822.36,36,12.18,B,8,RENT,39996,Not Verified,0,debt_consolidation,NJ,2,0,13,0,9,Oct
5000,5000,4950,36,15.31,D,9,RENT,47496,Not Verified,1,other,CA,3,0,4,0,9,Oct
4000,4000,4000,36,16,D,1,RENT,41200,Not Verified,0,other,VA,1,0,13,0,9,Oct
8000,8000,7796.69,36,16,D,8,OTHER,60000,Not Verified,0,debt_consolidation,CA,2,0,21,0,9,Oct
25000,25000,24594.59079,36,12.18,B,10+,OWN,45996,Not Verified,0,debt_consolidation,IL,4,0,41,0,9,Oct
15000,15000,14825,36,11.83,B,7,MORTGAGE,36000,Not Verified,0,home_improvement,VA,2,0,17,0,9,Oct
6000,6000,6000,36,13.57,C,8,MORTGAGE,82000,Not Verified,0,credit_card,MD,0,0,22,0,9,Oct
6000,6000,5975,36,14.96,D,7,RENT,73500,Not Verified,0,car,TX,0,0,26,0,9,Oct
7500,7500,7500,36,13.92,C,4,MORTGAGE,126000,Not Verified,0,home_improvement,OH,1,0,31,0,9,Oct
6000,6000,6000,36,13.22,C,4,RENT,31200,Not Verified,0,house,FL,0,0,8,0,9,Oct
6200,6200,6100,36,8.59,A,1,RENT,60000,Not Verified,0,other,WI,0,0,27,0,9,Oct
7000,7000,6825,36,12.53,B,5,MORTGAGE,80004,Verified,0,home_improvement,FL,2,0,34,0,9,Oct
3350,3350,3350,36,8.59,A,6,MORTGAGE,60000,Source Verified,0,renewable_energy,CO,0,0,50,0,9,Oct
9000,9000,8911.056264,36,16.7,E,10+,RENT,55000,Not Verified,0,debt_consolidation,CA,0,0,23,0,9,Oct
22000,22000,21925,36,11.48,B,2,MORTGAGE,80000,Verified,0,major_purchase,WY,1,0,49,0,9,Oct
1500,1500,1500,36,13.92,C,1,RENT,32000,Not Verified,0,major_purchase,CO,2,0,9,0,9,Oct
5600,5600,5600,36,13.57,C,< 1,MORTGAGE,70000,Verified,0,credit_card,AR,3,0,23,0,9,Oct
2500,2500,2500,36,7.4,A,1,RENT,32000,Not Verified,0,other,WI,0,0,12,0,9,Oct
13000,13000,12288.36,36,13.92,C,8,RENT,57996,Not Verified,0,debt_consolidation,AZ,3,0,43,0,9,Oct
25000,25000,23670.49291,36,15.65,D,2,RENT,100000,Verified,0,debt_consolidation,VA,0,0,33,0,9,Oct
8400,8400,8290.197824,36,18.43,F,2,RENT,33276,Not Verified,0,small_business,AZ,1,0,10,0,9,Oct
9250,9250,9250,36,12.87,C,1,RENT,27456,Not Verified,0,debt_consolidation,OH,0,0,9,0,9,Oct
7200,7200,7017.700577,36,11.83,B,1,MORTGAGE,69996,Verified,0,debt_consolidation,CT,3,0,37,0,9,Oct
6500,6500,6450,36,8.94,A,4,RENT,67275,Not Verified,0,major_purchase,MA,0,0,6,0,9,Oct
5000,5000,5000,36,8.94,A,1,OWN,38000,Not Verified,0,major_purchase,WA,0,0,35,0,9,Oct
12000,12000,11974.32,36,15.31,D,3,RENT,50004,Not Verified,0,debt_consolidation,VA,1,0,5,0,9,Oct
8000,8000,8000,36,12.18,B,2,RENT,50000,Not Verified,0,debt_consolidation,IL,0,0,14,0,9,Oct
7500,7500,7000,36,15.31,D,1,RENT,37000,Not Verified,1,other,TX,2,0,16,0,9,Oct
12000,12000,11975,36,12.18,B,2,RENT,40000,Source Verified,0,credit_card,CA,2,0,37,0,9,Oct
16000,16000,15900,36,8.94,A,10+,MORTGAGE,120000,Verified,0,home_improvement,MD,0,0,41,0,9,Oct
8000,8000,8000,36,16,D,9,MORTGAGE,90000,Verified,0,small_business,TX,1,0,24,0,9,Oct
9000,9000,8975,36,12.53,B,4,MORTGAGE,145000,Verified,1,debt_consolidation,CT,0,0,16,0,9,Oct
2100,2100,2100,36,7.4,A,10+,MORTGAGE,113000,Not Verified,0,credit_card,NV,0,0,25,0,9,Oct
10800,10800,10161.89,36,13.57,C,4,RENT,46000,Not Verified,1,debt_consolidation,FL,1,0,4,0,9,Oct
18000,18000,17825,36,11.83,B,2,MORTGAGE,128000,Source Verified,0,credit_card,CA,4,0,39,0,9,Oct
16000,16000,15825,36,12.18,B,5,OTHER,60000,Verified,0,debt_consolidation,CA,0,0,35,0,9,Oct
5600,5600,5475,36,8.59,A,< 1,RENT,137004,Not Verified,1,wedding,CA,3,0,38,0,9,Oct
15000,15000,14951.16,36,11.83,B,3,MORTGAGE,182496,Not Verified,1,debt_consolidation,NY,1,0,23,0,9,Oct
12000,12000,11900,36,13.57,C,< 1,MORTGAGE,170000,Verified,0,debt_consolidation,DC,3,0,17,0,9,Oct
3000,3000,3000,36,13.22,C,3,MORTGAGE,36000,Not Verified,0,wedding,KY,1,1,20,1,9,Oct
5500,5500,5461.667777,36,12.53,B,1,RENT,30000,Not Verified,0,other,CA,0,0,6,0,9,Oct
7800,7800,7675,36,12.53,B,6,RENT,38000,Not Verified,0,debt_consolidation,NJ,0,0,9,0,9,Oct
10000,10000,9914.555415,36,15.31,D,1,RENT,26000,Not Verified,0,small_business,NY,0,0,8,0,9,Oct
15250,15250,14769.72,36,13.22,C,3,RENT,40000,Verified,1,debt_consolidation,CA,1,0,30,0,9,Oct
20000,20000,19646.69,36,11.48,B,5,RENT,78000,Verified,0,credit_card,MA,1,0,23,0,9,Oct
4550,4550,4550,36,13.57,C,< 1,RENT,130000,Source Verified,0,medical,CA,0,0,22,0,9,Oct
14500,14500,14400,36,8.94,A,4,MORTGAGE,98000,Source Verified,0,debt_consolidation,CA,0,0,25,0,9,Oct
7000,7000,6961.208092,36,7.4,A,1,RENT,46000,Not Verified,0,other,CA,2,0,27,0,9,Sep
4750,4750,4750,36,14.61,D,2,RENT,14000,Verified,0,debt_consolidation,CA,2,0,13,0,9,Oct
4500,4500,4500,36,12.53,B,10+,RENT,60000,Not Verified,1,debt_consolidation,CT,0,1,9,1,9,Sep
24250,24250,23893.59,36,12.87,C,10+,MORTGAGE,135000,Verified,1,debt_consolidation,IL,1,0,12,0,9,Oct
20000,20000,19650,36,11.48,B,4,MORTGAGE,100000,Verified,0,debt_consolidation,TX,3,0,15,0,9,Oct
1500,1500,1475,36,11.14,B,6,RENT,17496,Not Verified,1,other,VA,0,0,11,0,9,Oct
20000,20000,19900,36,11.83,B,5,MORTGAGE,95000,Verified,1,home_improvement,SC,2,0,22,0,9,Oct
3000,3000,2975,36,8.94,A,7,MORTGAGE,54000,Not Verified,0,home_improvement,GA,1,0,15,0,9,Sep
20000,20000,19821.1924,36,16,D,10+,RENT,110000,Verified,1,small_business,SC,0,0,35,0,9,Oct
25000,25000,24886.33032,36,16.7,E,10+,MORTGAGE,150000,Verified,0,debt_consolidation,MD,1,0,43,0,9,Oct
12000,12000,11900,36,14.96,D,3,RENT,38004,Not Verified,0,credit_card,RI,1,0,11,0,9,Oct
9500,9500,9500,36,12.53,B,9,MORTGAGE,60000,Not Verified,0,credit_card,VA,0,0,20,0,9,Sep
4500,4500,4500,36,14.26,C,4,RENT,40000,Verified,0,debt_consolidation,IL,1,0,4,0,9,Sep
2800,2800,2800,36,15.31,D,1,RENT,15000,Not Verified,0,car,MN,1,0,12,0,9,Sep
8000,8000,7911.820121,36,15.31,D,< 1,RENT,55000,Not Verified,0,small_business,CA,1,0,22,0,9,Oct
1600,1600,1600,36,14.96,D,< 1,RENT,60000,Not Verified,0,debt_consolidation,NY,2,0,11,0,9,Sep
17000,17000,17000,36,12.53,B,< 1,RENT,75000,Not Verified,0,car,VA,1,0,6,0,9,Oct
7000,7000,7000,36,7.74,A,10+,MORTGAGE,105000,Not Verified,0,major_purchase,TX,0,0,28,0,9,Oct
9250,9250,9200,36,7.74,A,2,RENT,67000,Not Verified,1,debt_consolidation,CT,1,0,28,0,9,Oct
25000,25000,24731.51,36,14.61,D,< 1,RENT,120000,Verified,1,credit_card,CA,2,0,18,0,9,Oct
3000,3000,3000,36,13.92,C,4,MORTGAGE,200000,Not Verified,0,small_business,TX,1,1,20,1,9,Oct
19800,19800,19800,36,13.22,C,1,MORTGAGE,107000,Verified,1,debt_consolidation,CA,0,0,35,0,9,Oct
20000,20000,20000,36,13.92,C,8,RENT,84996,Verified,0,other,PA,2,0,50,0,9,Oct
12000,12000,11900,36,11.83,B,10+,RENT,80000,Not Verified,1,other,CA,1,0,11,0,9,Oct
3250,3250,3250,36,14.26,C,5,MORTGAGE,50000,Verified,0,debt_consolidation,CO,2,0,16,0,9,Oct
4500,4500,4500,36,7.4,A,10+,MORTGAGE,89016,Verified,0,other,KY,0,0,38,0,9,Oct
10000,10000,9950,36,8.94,A,1,RENT,37500,Not Verified,0,debt_consolidation,CO,2,0,28,0,9,Oct
5400,5400,5400,36,16,D,2,RENT,50000,Verified,0,debt_consolidation,CA,0,0,8,0,9,Oct
4000,4000,4000,36,11.48,B,2,MORTGAGE,46000,Verified,0,debt_consolidation,TX,0,0,29,0,9,Sep
12000,12000,10187.42,36,16,D,1,RENT,125000,Verified,0,debt_consolidation,NY,2,0,32,0,9,Oct
6000,6000,6000,36,7.74,A,10+,MORTGAGE,75000,Source Verified,0,car,MO,2,0,34,0,9,Oct
24000,24000,22171.85225,36,15.31,D,10+,MORTGAGE,125000,Not Verified,1,other,VA,0,0,29,0,9,Oct
25000,25000,24934.34557,36,16,D,< 1,MORTGAGE,97000,Verified,0,debt_consolidation,VA,0,0,23,0,9,Oct
10000,10000,9950,36,13.57,C,10+,MORTGAGE,45000,Not Verified,0,credit_card,WV,0,0,20,0,9,Oct
10000,10000,10000,36,12.18,B,9,MORTGAGE,72000,Verified,0,credit_card,WI,3,0,26,0,9,Sep
4200,4200,4200,36,14.26,C,1,RENT,24996,Not Verified,0,other,IL,3,0,10,0,9,Oct
25000,25000,24714.59722,36,16.35,E,2,MORTGAGE,144996,Verified,0,debt_consolidation,MI,1,0,26,0,9,Oct
6000,6000,5925,36,14.26,C,< 1,RENT,40500,Verified,0,other,CA,2,0,7,0,9,Oct
15600,15600,15425,36,11.83,B,8,MORTGAGE,75000,Verified,0,home_improvement,AZ,0,1,42,1,9,Oct
9000,9000,8650,36,7.74,A,7,RENT,55000,Not Verified,0,debt_consolidation,AL,1,0,41,0,9,Sep
8500,8500,8500,36,12.53,B,2,RENT,60996,Not Verified,0,debt_consolidation,VA,1,0,24,0,9,Sep
16000,16000,14969.14,36,14.26,C,10+,MORTGAGE,45000,Not Verified,1,debt_consolidation,MN,0,0,17,0,9,Oct
24000,24000,23883.97769,36,14.61,D,6,MORTGAGE,136000,Verified,0,debt_consolidation,VA,0,0,48,0,9,Oct
8000,8000,7675,36,11.14,B,10+,MORTGAGE,52000,Not Verified,0,debt_consolidation,IL,5,0,55,0,9,Sep
13800,13800,13450,36,11.83,B,2,RENT,55000,Not Verified,0,credit_card,TX,1,0,20,0,9,Oct
13000,13000,12575,36,8.59,A,4,MORTGAGE,46800,Not Verified,0,debt_consolidation,NM,0,0,20,0,9,Sep
5000,5000,4900,36,12.18,B,< 1,RENT,33996,Source Verified,0,moving,AZ,3,0,16,0,9,Oct
25000,25000,24214.10192,36,16,D,10+,RENT,80004,Verified,0,credit_card,CA,2,0,45,0,9,Oct
16000,16000,15575,36,8.94,A,6,RENT,75996,Verified,0,credit_card,NY,1,0,30,0,9,Sep
